TransactionTime,Amount,Location,CustomerBehavior,Success,CustomerName,Email,PhoneNumber,PaymentType,AccountNumber,CreditScore
2020-02-21 19:56:21,78005.01,Dominican Republic,Normal,True,"Cobb, Rodriguez and Hobbs",brownpatrick@example.com,001-450-340-2152x491,BankTransfer,2263499172921464,737
2020-04-04 22:06:51,35341.1,Lao People's Democratic Republic,Suspicious,True,Jordan-Mueller,evangonzalez@example.net,(880)437-5999x14292,MasterCard,4727985512437,615
2020-02-23 10:42:04,64000.71,Bhutan,Normal,True,Hodges Group,catherinescott@example.com,2176494958,MasterCard,4070263180006282041,636
2020-09-22 05:16:04,35872.89,Guam,Normal,True,Rollins-Benson,johnkelly@example.net,001-937-461-4623x4646,BankTransfer,3572634492670920,608
2022-11-15 00:23:16,31269.49,Brazil,Suspicious,True,Harris-Cook,meganlee@example.net,2744922779,Visa,3524876910925100,741
2022-08-08 22:18:02,18217.66,Dominican Republic,Normal,True,Lambert-Miller,dsweeney@example.org,001-307-816-8072x45689,BankTransfer,3598179727009155,718
2022-01-23 04:58:54,14948.44,Barbados,Suspicious,True,"Francis, Kline and Meyer",morrowlinda@example.net,(345)893-3075x7451,Visa,676104839383,828
2020-09-12 20:34:14,60891.38,Armenia,Normal,True,Whitney-Nielsen,taylorlaura@example.com,+1-613-726-1285x3229,MasterCard,3521338777292432,692
2020-10-20 11:28:53,34965.98,Poland,Normal,True,Underwood Inc,gailgriffin@example.org,612.996.7978x779,Visa,589812370098,694
2020-08-31 05:47:52,76120.0,Lithuania,Normal,True,Davis-Carroll,smithashley@example.net,001-314-369-0684x1176,MasterCard,2704379603685036,629
2023-07-04 10:43:25,68251.64,Syrian Arab Republic,Normal,True,Pratt-Ramos,qwalker@example.net,001-788-307-7775,MasterCard,180051431052146,637
2020-01-16 17:59:26,56407.85,Lao People's Democratic Republic,Normal,True,Davis LLC,graydiana@example.com,423-847-1795x322,MasterCard,4570320480111230,810
2021-11-28 03:42:35,758.41,Finland,Normal,False,"Roman, Farmer and Davis",martinangela@example.org,001-483-346-3912x25375,MasterCard,589518344231,597
2023-05-25 05:43:58,30033.76,Korea,Normal,True,Caldwell-Clark,ksteele@example.com,(311)866-0232x7492,BankTransfer,501864835589,801
2021-02-18 16:02:01,37933.39,Kazakhstan,Suspicious,True,Welch Ltd,ogarcia@example.net,001-799-870-7278,Visa,4136259515959550,812
2020-03-03 05:26:56,73485.16,Vietnam,Suspicious,True,Frank-Jordan,jason85@example.org,(960)458-0667,BankTransfer,501806010317,696
2020-05-13 19:52:21,848.59,Korea,Suspicious,False,Monroe Group,justinarnold@example.net,440-413-7747,Visa,378455643025729,721
2021-01-16 21:26:02,50708.69,China,Suspicious,True,Campbell-Humphrey,whitney13@example.net,001-622-885-1843x4783,Visa,4768478721777755,727
2023-07-29 19:50:46,73806.73,Slovenia,Suspicious,True,"Rodriguez, Blankenship and Bishop",guy97@example.org,+1-295-714-8028x79388,BankTransfer,3509706657910859,813
2022-04-06 15:16:40,43796.42,Burundi,Normal,True,Gillespie and Sons,donald35@example.net,+1-442-923-5764x4645,BankTransfer,30039633136165,805
2020-02-08 19:14:08,17116.83,French Polynesia,Normal,True,Frederick-Long,jeffrey37@example.net,205.846.6272,BankTransfer,341100452401595,717
2021-10-24 10:01:27,36961.1,Chad,Normal,True,Foster-Knight,xmorrison@example.org,(580)720-2758,Visa,4202410386862733,705
2021-03-23 02:20:33,80760.44,Saint Lucia,Suspicious,True,"Bray, Hernandez and Long",justinthompson@example.com,298.501.1939x56138,BankTransfer,4367946344498061,632
2022-10-30 14:18:12,32576.52,Colombia,Suspicious,True,"Lee, Rodriguez and Bryant",catherine31@example.com,001-416-996-9134,BankTransfer,3580457460389731,714
2021-01-01 19:53:31,21489.08,Mongolia,Suspicious,True,"Farmer, Anderson and Johnson",fullerjennifer@example.com,337.948.2932x3076,Visa,4939889855784207,812
2022-02-12 11:35:19,52786.15,Korea,Normal,True,"Jimenez, Gutierrez and Williams",reynoldsdaniel@example.com,+1-849-665-6907x54882,MasterCard,340924967449547,621
2022-10-31 21:25:10,19979.29,Hungary,Suspicious,True,Knight Group,keithbrown@example.com,473.728.9023,BankTransfer,4032165570861246223,668
2022-12-26 11:18:30,66160.77,American Samoa,Suspicious,True,Lee-Baker,graydebra@example.net,693.866.5509x251,MasterCard,372901367152013,797
2020-02-05 04:21:19,1391.32,Paraguay,Suspicious,True,Williams-Jackson,mark66@example.org,4566549354,Visa,379752814081112,749
2023-12-19 20:24:25,81133.09,Botswana,Suspicious,True,Thomas-Williams,longlisa@example.com,+1-499-435-1647,Visa,4842886459417407101,663
2021-01-31 08:40:17,44102.83,Comoros,Normal,True,"Moore, Henderson and Campos",burtonwilliam@example.net,001-462-257-8331x57301,Visa,36940825581114,664
2020-09-24 02:34:28,74582.0,Cook Islands,Suspicious,True,Owens-Caldwell,jennifer90@example.com,467-340-5058x7707,BankTransfer,180052432074154,711
2022-11-12 03:59:11,36419.68,Myanmar,Normal,True,Rivera PLC,gregory17@example.org,001-531-859-2569,MasterCard,676212309139,760
2023-05-22 06:44:03,17840.61,Saint Lucia,Suspicious,True,Steele Group,shannonmartin@example.net,+1-306-842-3585x65178,BankTransfer,6544031190710785,741
2020-04-01 20:39:36,66347.45,United Arab Emirates,Normal,True,Ramirez and Sons,david32@example.com,001-725-411-4815x210,BankTransfer,3517994469512861,848
2020-05-04 15:50:51,39393.42,Northern Mariana Islands,Suspicious,True,Escobar-Golden,emurray@example.org,(737)700-5180x99741,MasterCard,4614944684121691,817
2023-12-09 21:00:18,45753.16,Georgia,Normal,True,Thomas and Sons,nwilson@example.com,(685)990-6762x190,MasterCard,2235659878652334,838
2021-01-31 14:10:26,6257.77,Nicaragua,Normal,True,Harrison Ltd,weberkatherine@example.com,880.574.4884,Visa,501817494880,771
2023-04-28 10:20:23,97499.72,Falkland Islands (Malvinas),Normal,True,Norris-Fields,cmills@example.net,(338)289-6718,BankTransfer,4428804100191833,608
2023-11-21 02:26:37,80920.27,Timor-Leste,Suspicious,True,Salazar-Fuentes,andrew24@example.com,001-757-645-1878x080,BankTransfer,4141847676386416,842
2021-06-28 03:02:16,43453.75,Mauritius,Normal,True,James and Sons,jenniferdean@example.com,9566818688,BankTransfer,3522550235571863,780
2020-01-06 16:18:10,54147.6,Qatar,Normal,True,"Garcia, James and Hale",michaelprice@example.org,(656)553-8871x8132,Visa,4486161514885057,751
2022-02-17 04:47:40,45807.5,United Kingdom,Normal,True,Rivas-Spence,justin82@example.com,+1-684-581-5352x262,BankTransfer,6011375251804811,635
2020-08-04 00:12:34,12974.16,Peru,Suspicious,True,Lee Inc,ivaldez@example.net,367.618.7163x58177,BankTransfer,38562082174348,644
2020-09-15 12:06:47,2371.26,Reunion,Suspicious,True,"Brady, Mejia and Shaw",wardshari@example.net,215-297-8545x26632,MasterCard,639047152074,772
2023-07-04 10:54:55,78509.17,Bouvet Island (Bouvetoya),Suspicious,True,Cook-Diaz,tiffany33@example.org,430.888.0822,MasterCard,6011299668033915,829
2023-05-21 01:13:04,616.83,Mauritania,Normal,False,Turner LLC,blong@example.org,4436842606,MasterCard,4921021833871712,708
2022-02-13 06:59:49,45489.47,Georgia,Suspicious,True,Rodriguez Inc,molson@example.com,(827)995-9530,Visa,2700899562541999,817
2020-03-17 10:00:30,60443.0,Paraguay,Normal,True,Nunez-Oneal,lewissamuel@example.com,001-927-498-6694x3927,BankTransfer,676307556701,789
2021-05-02 21:12:47,13751.97,Syrian Arab Republic,Suspicious,True,"Hoffman, Friedman and Anderson",ilawrence@example.org,(406)873-9187x520,Visa,4245086043318639,639
2022-02-22 05:00:27,6496.19,Latvia,Normal,True,Pierce-Austin,joshuadavis@example.com,(734)234-0059x469,BankTransfer,180091041560872,741
2020-07-10 09:59:51,4568.83,Portugal,Normal,True,Crawford Ltd,jfox@example.net,210-892-1558x751,MasterCard,4494636797077033466,627
2023-10-07 03:24:46,86043.42,Maldives,Normal,True,Perez-Ball,sharon68@example.org,001-718-872-4994x8273,BankTransfer,3584341408190383,723
2021-06-15 02:02:27,47228.06,Maldives,Normal,True,Munoz PLC,melissaweber@example.com,001-595-411-7235x898,BankTransfer,3538404450688170,781
2023-08-25 03:48:50,89878.04,Guatemala,Suspicious,True,Bass-Bell,staffordmelissa@example.com,(245)504-7098,Visa,6552789019962536,807
2021-05-02 18:14:20,43699.34,Bhutan,Suspicious,True,Obrien-Baker,morrowsara@example.com,843.429.9197,Visa,676333475736,713
2020-07-03 19:17:34,911.11,Malta,Suspicious,True,Murray-Ritter,penabenjamin@example.org,338-368-3812,Visa,5321752253724253,818
2021-07-17 17:14:45,3053.5,Malaysia,Normal,True,Miller Ltd,xchapman@example.org,203-648-2433,BankTransfer,370401310759487,690
2022-05-30 16:00:51,38567.52,Austria,Suspicious,True,Griffin-Gonzalez,tiffany09@example.com,3746483174,Visa,38700019343996,687
2022-10-17 10:16:31,397.81,Luxembourg,Normal,False,"Brown, Sosa and Cole",michaelsolomon@example.org,+1-391-347-0238,BankTransfer,180092534288344,581
2022-02-27 00:37:08,3366.24,Gibraltar,Normal,True,Garrett-Lopez,harmonkeith@example.com,(224)739-5792x08376,BankTransfer,3548190516835727,673
2023-01-05 08:43:13,67402.42,United Arab Emirates,Suspicious,True,West LLC,john14@example.com,7347875005,Visa,30457065363216,741
2023-11-22 20:38:43,14069.04,Liberia,Suspicious,True,Fisher-Lopez,reidcharles@example.net,(292)653-9382x699,BankTransfer,4597535131593016460,621
2023-04-10 05:47:30,69234.92,Angola,Normal,True,Howard and Sons,stewartderrick@example.org,237-286-6225x171,Visa,213120985243939,811
2021-10-03 06:34:11,17196.75,Luxembourg,Normal,True,"Williams, Shelton and Glover",wigginsjennifer@example.com,(765)404-9676x94671,Visa,3567026870461799,718
2023-03-19 03:02:11,6059.21,Svalbard & Jan Mayen Islands,Normal,True,Navarro Inc,tgonzales@example.org,834.809.7890,Visa,4547419470626,818
2020-01-17 21:53:56,398.61,Czech Republic,Normal,False,Blankenship-Hoffman,nbyrd@example.net,411-307-5841,MasterCard,4117073616534581,696
2023-12-17 07:25:32,597.14,Greece,Suspicious,False,Brown-Tucker,gregorymccarty@example.org,400.244.3745,MasterCard,6011772407703634,618
2020-01-15 17:31:45,35237.72,Kyrgyz Republic,Suspicious,True,Morton-Ramirez,christina30@example.net,315.911.0348,BankTransfer,4661650977860752,849
2020-07-13 18:28:22,34097.28,Sierra Leone,Normal,True,Cobb-Flores,kimberlydavila@example.com,514.643.4292x69060,Visa,30163901762567,655
2022-12-02 18:39:14,78095.06,Belarus,Suspicious,True,Fields-Fischer,rodriguezallison@example.org,+1-449-533-7238x444,Visa,341284944230364,697
2022-01-21 12:26:24,44420.95,Indonesia,Normal,True,Dunn-Henry,smallcraig@example.org,381.305.1111x76136,Visa,639065576600,849
2021-11-08 06:48:55,32685.67,Cocos (Keeling) Islands,Suspicious,True,Porter-Santiago,hhernandez@example.com,(811)933-5393,BankTransfer,502019721252,632
2020-09-24 01:06:41,7761.65,Morocco,Normal,True,Dyer and Sons,yhansen@example.com,+1-251-605-5085x695,Visa,38106389025975,642
2020-06-03 23:34:26,10218.92,Pakistan,Suspicious,True,"Norton, Atkins and Wilson",rharding@example.com,(433)382-5577x325,BankTransfer,676124540359,659
2022-04-17 11:02:02,56349.4,Georgia,Suspicious,True,Perry-Mendez,ashleywilson@example.org,6916563144,Visa,4357583375361436695,793
2021-04-04 04:47:44,97400.59,Bhutan,Normal,True,Hall-Frederick,chapmanjesse@example.com,+1-988-748-1901,Visa,374008837864207,768
2023-11-27 20:46:15,59252.06,Nauru,Normal,True,"Johnson, Rose and Lopez",jackwalters@example.org,697.807.2800x29435,BankTransfer,36708378897041,716
2023-08-17 17:50:24,21556.96,Paraguay,Normal,True,Juarez-Hall,jonescharles@example.net,363.275.4297,MasterCard,4045881991716,773
2021-05-09 19:23:23,463.86,Central African Republic,Suspicious,False,Jones-Wheeler,arthuroconnor@example.net,(716)843-5880x801,Visa,6011506553131152,784
2020-12-12 14:40:27,53359.39,Trinidad and Tobago,Suspicious,True,Chen and Sons,catherine53@example.org,(689)363-2518,BankTransfer,4161454890043,797
2022-02-09 13:31:00,77175.15,Saint Kitts and Nevis,Suspicious,True,Edwards and Sons,pcastillo@example.net,001-239-425-1205x813,BankTransfer,6508662402329685,730
2020-02-22 23:04:21,48037.52,New Zealand,Suspicious,True,"Ferguson, Wilkins and Thomas",xortiz@example.net,001-390-983-4957,BankTransfer,4544307925126348,768
2021-02-20 15:26:09,49764.64,Slovenia,Normal,True,"Alexander, Gay and Howard",kristin65@example.com,308.388.3383,Visa,4586451690918897394,805
2022-05-02 15:15:50,11699.01,France,Suspicious,True,"Torres, Jones and Ortiz",crawfordjohnathan@example.org,001-978-760-3004x26842,Visa,4487258981427,818
2021-11-16 22:29:21,53986.84,Central African Republic,Suspicious,True,Mills-Davidson,meghanberg@example.com,+1-989-627-1032x651,BankTransfer,2712204113095072,728
2022-12-01 09:41:33,55676.68,Congo,Normal,True,"Gibbs, Carlson and Schroeder",omarjones@example.net,001-935-297-1603x046,Visa,4211583849665,609
2021-12-11 23:27:05,24191.16,Tuvalu,Normal,True,Mcgee Inc,maryrhodes@example.com,001-730-480-1358x1857,Visa,4211927811081903980,747
2022-07-06 18:15:01,16059.98,Egypt,Normal,True,Case-Reyes,christineprice@example.org,758-802-6632,Visa,38288970021033,765
2022-12-08 10:57:51,11835.59,Rwanda,Normal,True,"Johnson, Smith and Dawson",erindurham@example.org,+1-385-345-7919x65624,MasterCard,3591601594922951,748
2021-10-21 02:30:56,68842.73,New Caledonia,Suspicious,True,Wood-Cunningham,schultztimothy@example.net,9129891376,BankTransfer,30302238705341,762
2022-07-23 20:14:57,38207.4,Taiwan,Normal,True,Williams-Bradford,johnsontiffany@example.org,(373)532-3178x74958,BankTransfer,36391551468532,792
2020-09-07 05:02:41,59483.37,Angola,Normal,True,Roberts-Petty,sandrahuerta@example.com,001-665-407-9785,Visa,4310782976558,733
2023-08-26 16:08:16,32459.99,Czech Republic,Normal,True,Robles PLC,freemantimothy@example.com,+1-432-515-4759x3999,Visa,30397856820687,775
2022-01-06 19:14:36,55757.39,Swaziland,Normal,True,Gutierrez LLC,wilsonkyle@example.com,+1-695-924-0229x047,Visa,3508666227514378,802
2022-03-20 18:05:31,56460.46,Cayman Islands,Normal,True,Lopez LLC,carolyn39@example.com,248-206-8369,BankTransfer,4810653218519336,831
2021-05-03 17:39:57,42156.5,Saint Barthelemy,Suspicious,True,Austin-Turner,amandajordan@example.org,443.601.8379x70222,BankTransfer,4493575907655589384,702
2022-07-16 00:17:18,39480.31,Samoa,Normal,True,Duncan and Sons,weberrebecca@example.net,577.322.6093,Visa,346372374167720,636
2024-01-18 13:53:25,57701.15,Ukraine,Suspicious,True,Johnson-Underwood,michaelstanton@example.net,999.882.6246x212,Visa,4640457709810659,781
2023-12-18 17:31:01,32754.79,Western Sahara,Suspicious,True,Reyes LLC,seanvillanueva@example.net,+1-523-708-8647x77017,Visa,6552437285418706,747
2020-11-25 14:54:34,46508.53,Saint Pierre and Miquelon,Normal,True,Harrington Group,laura84@example.com,924-719-5474x65750,Visa,2224611856798202,716
2021-12-11 15:47:34,447.45,Germany,Suspicious,False,"Day, Smith and Dunn",ttaylor@example.net,817.528.8046x39071,MasterCard,2432301159229281,783
2020-03-21 14:14:06,44684.04,Iran,Normal,True,Sanders Ltd,qjames@example.net,698-690-8843x518,MasterCard,4764870747695,769
2023-09-15 14:22:40,10390.63,Norfolk Island,Normal,True,Ellis-Mooney,brittanyvillarreal@example.net,718.506.9060,MasterCard,4107640097300443,740
2022-02-19 11:16:59,85397.55,Bhutan,Suspicious,True,Kelly and Sons,williamsmiranda@example.org,4186702243,MasterCard,4920665567157184,835
2023-03-12 22:26:30,6957.07,Kenya,Suspicious,True,Hill LLC,rachel17@example.com,3519191940,Visa,676383012637,775
2022-02-19 06:37:35,73074.62,Turkey,Suspicious,True,"Arnold, Nichols and Mitchell",roger46@example.com,514-400-8986x480,Visa,4372218689826576,665
2020-10-12 06:32:57,76639.01,Pitcairn Islands,Normal,True,Price Ltd,andrewbailey@example.net,766-481-4627x98828,Visa,4755317854617153,635
2022-04-02 15:04:37,40076.5,Venezuela,Normal,True,"Sanders, Jones and Levine",mcdonaldkimberly@example.net,+1-238-312-7703x99548,MasterCard,4594521152842745,709
2021-01-10 21:59:42,56713.55,Tokelau,Normal,True,Mckay-Taylor,hunterlogan@example.net,660-607-2825x843,Visa,3582446556627698,665
2020-07-25 16:01:02,26778.92,Malta,Normal,True,"Payne, Guerrero and Bailey",rachel32@example.net,3168539127,MasterCard,576065352659,712
2020-01-18 14:44:00,11846.57,Czech Republic,Suspicious,True,Lawson Group,nicholasclark@example.com,+1-544-614-5264x06839,BankTransfer,30250544699239,836
2021-05-03 17:35:33,42744.46,Korea,Suspicious,True,"Cole, Williams and Jackson",davidjones@example.org,599-529-8793,BankTransfer,3540230102320474,847
2021-10-24 03:58:08,9548.89,Gambia,Suspicious,True,"Byrd, Miller and Hill",bmartinez@example.org,3434112373,Visa,6011547671678401,630
2022-01-20 14:47:50,2411.77,Isle of Man,Normal,True,Avila-Hensley,patrick81@example.org,402-962-8211,Visa,4695398628879728,717
2022-07-04 15:49:42,824.93,Oman,Suspicious,False,Zimmerman-Fuller,leejohn@example.com,6512460798,BankTransfer,6011426958897804,779
2020-12-20 15:35:16,22509.7,United States Virgin Islands,Normal,True,Short-Ramos,jesseandrade@example.org,+1-306-470-8505x757,Visa,6011104811606395,787
2023-01-29 06:23:23,67938.41,Canada,Normal,True,"Cochran, Sexton and Russell",kristopher71@example.net,836.408.2181x731,MasterCard,4270406438247,676
2020-07-05 19:55:15,72268.7,Denmark,Normal,True,Miller-Evans,zstuart@example.com,+1-285-697-2221x848,MasterCard,180098016755510,705
2020-04-26 17:10:39,59660.83,Cameroon,Normal,True,Bass Group,hgriffin@example.com,001-452-481-5811,BankTransfer,3514810732420299,769
2023-11-18 12:50:40,433.4,Swaziland,Suspicious,True,Benton-Williams,mary45@example.com,+1-885-442-0880x6983,MasterCard,4153676026970040,795
2023-06-14 14:30:42,79934.66,British Virgin Islands,Suspicious,True,"Gutierrez, Jacobs and Galvan",isantiago@example.org,+1-788-898-3346x31897,MasterCard,345303163179221,652
2021-09-30 10:34:33,15611.91,Indonesia,Suspicious,True,"Adams, Torres and Wheeler",austinschroeder@example.com,652-811-8687x3127,MasterCard,6011865050876242,658
2022-11-20 19:51:49,92903.84,Lebanon,Suspicious,True,Case-Spence,fbanks@example.net,6512738722,MasterCard,588990858379,656
2022-09-10 05:16:19,71595.56,Gibraltar,Suspicious,True,"Schultz, Sexton and Hamilton",vasquezpatricia@example.org,9276593749,Visa,376755351224915,765
2021-03-20 13:34:32,97804.45,Taiwan,Normal,True,Blake-Blackburn,garciapamela@example.com,001-856-666-6767x76397,MasterCard,4090166337561404677,714
2022-09-20 23:20:57,53046.18,Northern Mariana Islands,Suspicious,True,"Lara, Conway and Hansen",george99@example.com,966.673.4814,Visa,4148638960230,665
2020-05-27 07:42:02,38599.77,France,Suspicious,True,Bowen-Santiago,ndavis@example.org,+1-866-782-3384x7913,BankTransfer,30273984453339,673
2021-10-10 22:51:30,46685.12,Micronesia,Normal,True,Lopez Group,stephen52@example.org,+1-558-381-7201x97807,BankTransfer,4009649347187889,847
2023-06-05 20:24:10,38464.79,Andorra,Suspicious,True,Johnson Inc,hugheskelly@example.com,+1-205-612-4262x75586,MasterCard,4037451834111,802
2020-12-22 07:12:43,4569.08,San Marino,Normal,True,Boyd Inc,amandarodriguez@example.org,001-613-387-9166x9057,Visa,4371447179472903,636
2023-10-12 17:12:42,99195.94,Cape Verde,Suspicious,True,"Fuentes, Ortiz and Leach",rrodriguez@example.org,001-501-770-9777x73125,BankTransfer,4981639728788,743
2022-04-13 17:22:24,28292.7,American Samoa,Normal,True,Cruz and Sons,gregoryconway@example.net,001-646-458-7260x3659,Visa,502017126074,710
2022-10-05 02:55:54,49548.11,Chad,Suspicious,True,Martinez Group,pjohnson@example.com,(657)945-0208x6499,BankTransfer,675952468022,668
2021-12-06 03:59:43,51693.54,Belize,Normal,True,Ross-Pierce,katherinehanson@example.net,228-609-2909,MasterCard,2720070156992461,716
2021-05-05 03:53:49,90908.52,Canada,Normal,True,"Booker, Acosta and Wilkins",kingjennifer@example.net,(447)771-9733,Visa,630476926773,846
2022-10-20 09:02:16,84947.98,Sweden,Normal,True,"Clark, Johnston and Wagner",samanthaleach@example.net,+1-792-903-6904x3218,MasterCard,503831679108,717
2021-08-05 06:53:39,409.8,Kazakhstan,Normal,False,Silva Inc,matthewmcdonald@example.net,559-777-1120,BankTransfer,4150391185019488266,743
2023-09-28 20:24:19,7622.41,Saudi Arabia,Normal,True,"Jones, Murray and Trujillo",dcarter@example.org,2316526137,BankTransfer,6561249497070053,785
2021-11-27 22:20:57,53089.34,Congo,Normal,True,Hughes and Sons,jennaking@example.com,547-288-1722x0795,MasterCard,4433453537414383481,629
2021-01-21 23:51:26,73561.75,Bouvet Island (Bouvetoya),Suspicious,True,"Wilson, Roberts and Coleman",jeffrey08@example.org,840.791.3340x731,MasterCard,4737305741611989579,669
2020-11-25 05:38:24,72907.06,Zimbabwe,Normal,True,"Holmes, Santos and Avila",richardmanning@example.com,(371)308-5927x47579,Visa,564794517776,713
2020-10-22 14:27:53,51773.97,United States Minor Outlying Islands,Normal,True,Chandler-Bauer,hendricksrebecca@example.org,580-607-2653x5923,BankTransfer,4960051274959619388,657
2023-09-24 05:45:28,12844.46,Guyana,Normal,True,"Thomas, Hatfield and Lewis",jrodriguez@example.org,415-257-8933,BankTransfer,180050703304706,731
2021-05-05 23:47:23,23939.41,Pitcairn Islands,Normal,True,Harper Group,heathercook@example.com,504.464.8776,BankTransfer,3539205046208228,722
2020-12-15 07:05:34,54012.85,British Virgin Islands,Normal,True,Avery Ltd,raymondhurley@example.org,001-969-367-0873x95243,MasterCard,6011710110667498,678
2020-11-30 07:09:36,70288.91,Albania,Suspicious,True,Dawson-Lynch,marcus52@example.org,+1-768-611-4378x62867,Visa,344701095925242,789
2022-04-26 16:06:14,16732.01,Dominica,Suspicious,True,Berg Inc,ojohnson@example.org,(705)723-3234x10111,BankTransfer,4973179028769559,835
2022-08-25 13:36:31,11607.41,Guernsey,Suspicious,True,Blake-Williams,currylauren@example.org,001-818-391-4746x9633,MasterCard,213173059373132,649
2023-12-10 14:05:18,51549.65,Botswana,Normal,True,Sanchez Group,beckrebecca@example.org,(445)814-2678x611,MasterCard,502069870116,603
2020-10-20 13:39:43,97097.07,Holy See (Vatican City State),Normal,True,Richmond-Lee,tonyamorton@example.com,413.764.9614x698,BankTransfer,4801919373753544,653
2023-12-15 14:18:22,515.34,Gabon,Suspicious,True,Good Inc,hernandezdavid@example.org,4622941186,MasterCard,378748504391200,608
2020-03-04 22:46:15,25983.49,Thailand,Suspicious,True,Mann-Smith,serranoroy@example.org,2138087063,Visa,3553656685595864,628
2021-04-10 02:11:54,34898.03,Iran,Suspicious,True,Bennett-Perry,iyoung@example.net,532-289-9687,MasterCard,4707002951851470060,800
2022-08-12 07:21:58,96860.53,Mauritius,Suspicious,True,Jones-Rodgers,julieterry@example.org,446-964-7174x380,MasterCard,4022490640046172,645
2021-12-09 14:45:16,53703.57,Malta,Suspicious,True,"Rice, Cox and Black",sara88@example.org,(373)859-7567x6895,MasterCard,060463885404,772
2022-05-08 21:34:45,73462.67,Denmark,Suspicious,True,Caldwell PLC,mmoore@example.com,(206)569-4334x6085,Visa,6505741107442432,764
2022-10-29 21:50:45,54703.24,Turkey,Suspicious,True,Parker-Fisher,wdean@example.com,(493)430-0669x4885,MasterCard,4069672082204344,785
2021-05-31 22:18:35,19855.26,British Virgin Islands,Suspicious,True,Browning-Gardner,shannonwilson@example.org,+1-382-684-3991x346,Visa,4519414185726899,623
2020-12-29 11:38:19,44138.24,Taiwan,Suspicious,True,"Vega, Andrews and Brown",ashleymarshall@example.com,+1-695-854-5686,BankTransfer,340817210975997,633
2022-10-13 07:52:09,70284.79,Portugal,Suspicious,True,"Jones, Graves and Cantu",rvaughan@example.org,001-560-866-1939x8707,Visa,6011417211877568,642
2020-01-08 10:27:50,915.23,Syrian Arab Republic,Normal,False,Wood LLC,laurenliu@example.org,418.356.5194,BankTransfer,213173496868306,611
2021-01-08 17:03:41,6420.39,British Virgin Islands,Suspicious,True,Moore Group,adam01@example.org,001-479-292-0315,MasterCard,38633112335272,707
2020-06-24 05:07:10,25172.31,Sudan,Normal,True,Williams-Greer,denisescott@example.net,+1-636-848-3952,MasterCard,4518523398395085,625
2023-11-08 15:10:48,75752.55,Guadeloupe,Normal,True,Hebert Group,melanie30@example.org,+1-715-513-8344,BankTransfer,3580113174489719,819
2021-10-24 18:13:34,95920.14,Macao,Suspicious,True,Lowe-Lee,shortbrian@example.org,752-454-6668x4274,Visa,676393362576,742
2023-12-21 07:46:23,89723.65,Turks and Caicos Islands,Normal,True,Brown Group,wilsonjose@example.org,001-503-853-9785x435,BankTransfer,4898833047371391449,842
2023-08-22 04:28:34,44042.25,Malawi,Suspicious,True,Martin PLC,proctoramanda@example.org,802.452.8153x469,Visa,3508954420390519,790
2021-07-21 02:49:06,15386.25,Chad,Normal,True,Fields LLC,deckerdouglas@example.net,+1-259-764-0464x88753,Visa,577712642427,682
2022-04-20 18:10:01,3431.03,Mauritania,Suspicious,True,Moore-Duran,gdavis@example.org,001-630-651-9588x4075,BankTransfer,347246659445754,616
2023-10-31 07:33:04,91813.08,Panama,Normal,True,"Williams, Reed and Diaz",brianbarnett@example.org,456-710-5787x894,Visa,213133790708608,649
2024-01-19 04:42:36,8488.47,Oman,Suspicious,True,Moore-Rodriguez,lsingh@example.org,001-268-870-7733x23218,Visa,6573370800986771,670
2020-01-01 13:39:03,72031.35,Greece,Normal,True,Mcdaniel-Wilson,ashleyhaynes@example.com,(485)783-3436x146,Visa,3519337791901238,729
2021-05-04 21:03:57,86530.21,Canada,Suspicious,True,Marshall-Ware,beverlywalter@example.com,(813)661-3763,BankTransfer,4056955000441,787
2022-07-03 20:04:19,37708.37,Guyana,Suspicious,True,Hensley-Blanchard,hbyrd@example.org,001-262-878-7314x765,Visa,6011780843795395,817
2023-11-26 08:54:02,65697.68,Saint Barthelemy,Normal,True,Gonzalez PLC,ashleyjones@example.net,+1-320-285-6113,MasterCard,4713235378832572,701
2023-04-08 09:02:26,65768.73,Guinea-Bissau,Normal,True,Lowe-Wilson,dwaynediaz@example.com,977.282.7934x34902,Visa,3509313816997446,789
2020-10-24 04:53:03,33496.03,Mongolia,Suspicious,True,Guzman-Hines,valerie97@example.net,(859)358-5778,Visa,6011427933897661,626
2020-11-04 16:12:11,37765.97,French Polynesia,Normal,True,Mcconnell-Matthews,gthomas@example.net,2069803399,Visa,2720816560895736,625
2021-02-09 22:34:13,957.66,Netherlands,Suspicious,False,Owen-Williams,jordan74@example.org,800.721.6826,BankTransfer,4014093966497399383,624
2020-09-23 23:27:03,66856.7,Mexico,Normal,True,"Brown, Knight and Bates",james75@example.net,(687)711-1405x770,BankTransfer,4501983396909809,722
2020-05-15 17:58:55,29626.13,Panama,Suspicious,True,Trevino and Sons,richardgonzalez@example.net,(784)221-6210x66603,BankTransfer,3526804920019175,770
2022-09-16 14:03:56,26076.92,Zimbabwe,Normal,True,"Travis, Harris and Smith",fnewman@example.net,2987564272,BankTransfer,676367786768,798
2021-10-31 21:48:02,56527.94,Morocco,Normal,True,Gibson-Shepard,johnhill@example.com,(344)217-1127x26822,MasterCard,4746758218774176,617
2021-06-09 00:25:47,90715.14,Heard Island and McDonald Islands,Normal,True,Perry PLC,brandon28@example.com,+1-627-249-3037x00923,MasterCard,2274032760420099,825
